product_id,handle,title,old_words,new_words,new_html
4719083749465,flat-stamps-blue-jays-1992-world-series-aapsb31721,1992 Toronto Blue Jays World Series First Day of Issue Stamp,37,80,"<p>This stamp set commemorates 1992 Toronto Blue Jays World Series First Day of Issue Stamp.</p><p>Collectible Day of Issue Postage from Canada Post, commemorating the Toronto Blue Jays' 1992 World Series Win. This piece of memorabilia measures 7 x 4.5 inches.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719083815001,flat-stamps-hall-morenz-firstissue-front-aapsh30410,2002 Glenn Hall & Howie Morenz First Day of Issue Stamps,25,58,"<p>This stamp set celebrates Glenn Hall.</p><p>Canada Post 2002 Day of Issue stamps featuring Glenn Hall and Howie Morenz.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719083880537,flat-stamps-hull-beliveau-01-aapsh30408,"Canada Post 2001 All-Star Stamp Set, Hull & Beliveau",40,80,"<p>This stamp set commemorates Canada Post 2001 All-Star Stamp Set, Hull & Beliveau.</p><p>This is a brand new 2001 Canada Post NHL Alumni All Star Stamp Set. Featuring Jean Beliveau, Terry Sawchuck, Eddie Shore, Denis Potvin, Bobby Hull and Syl Apps.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719083913305,flat-stamps-kelly-esposito-firstissue-front-aapsh30411,Red Kelly & Phil Esposito 2002 Day of Issue Stamp Set,25,70,"<p>Add this Red Kelly & Phil Esposito 2002 Day of Issue Stamp Set stamp set to your collection.</p><p>Canada Post 2002 Day of Issue stamps featuring Red Kelly and Phil Esposito.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719083978841,flat-stamps-lafleur-espo-01-aapsh30409,Canada Post 2002 Alumni All-Star Stamp Set,40,78,"<p>This stamp set commemorates Canada Post 2002 Alumni All-Star Stamp Set.</p><p>This is a brand new 2002 Canada Post NHL Alumni All Star Stamp Set. Featuring Tim Horton, Guy Lafleur, Howie Morenz, Glenn Hall, Red Kelly & Phil Esposito.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719084044377,flat-stamps-trudeau-01-aapsh30413,Pierre Trudeau Commemorative Stamp Set,22,49,"<p>Add this stamp set featuring Pierre Trudeau to your collection.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719084896345,framed-11x14-orr-flies-not-signed-aacmh30214,Bobby Orr the Goal 11x14 Framed Photo,46,80,"<p>Add this Boston Bruins framed photo featuring Bobby Orr to your collection. It arrives museum framed and ready to hang.</p><p>Own a piece of hockey’s greatest moment: Bobby Orr flying through the air after scoring the Stanley Cup-winning goal in 1970.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719086927961,framed-16x20-kawhi-leonard-toronto-raptors-not-signed-aacmb32474,Kawhi Leonard Game 7 Winning Shot 16x20 Framed Photo,48,96,"<p>Add this Toronto Raptors framed photo featuring Kawhi Leonard to your collection. It arrives museum framed and ready to hang.</p><p>This collectible 16x20 photograph features Kawhi Leonard's legendary Game 7 winning shot for the Toronto Raptors. Museum framed and measuring 24 x 20 inches, this iconic moment in basketball history can now be part of your collection.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719087026265,framed-16x20-kawhi-leonard-toronto-raptors-spot-light-not-signed-aacmb32476,Kawhi Leonard Game 7 Buzzer Beater 16x20 Framed Photo,47,94,"<p>Add this Toronto Raptors framed photo featuring Kawhi Leonard to your collection. It arrives museum framed and ready to hang.</p><p>Celebrate Kawhi Leonard’s buzzer-beating shot in Game 7 with this stunning collectible photograph. Museum framed and measuring 24 x 20 inches, this piece of memorabilia immortalizes one of the most dramatic moments in Raptors' history.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719088107609,framed-16x20-orr-flies-not-signed-aacmh30314,Bobby Orr “The Goal” 16x20 Framed Photo,41,81,"<p>This Boston Bruins framed photo celebrates Bobby Orr. It arrives museum framed and ready to hang.</p><p>This framed 16x20 photograph features the most famous moment in hockey history; Bobby Orr flying through the air, scoring the overtime 1970 Stanley Cup winning goal.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091515481,framed-art-classic-mafia-bosses-brando-deniro-pacino-gandolfini-anon-11-t-aaapm32505,Classic Mafia Bosses Framed Art (33.5x23.5),46,90,"<p>Put Classic Mafia Bosses on your wall as a framed print. It arrives museum framed and ready to hang.</p><p>The classic mafia bosses of your favorite gangster movies are presented in this textured framed painting print. Featuring Marlon Brando (Godfather). Robert DeNiro (Godfather), Al Pacino (Scarface), and James Gandolfini (The Sopranos).</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091548249,framed-art-comics-dc-batman-movie-adam-west-burt-ward-aa-33-t-aaapc32504,DC Batman 1966 Adam West & Burt Ward Framed Poster (33.5x23.5),48,93,"<p>This framed poster features DC Batman 1966 Adam West & Burt Ward. It arrives museum framed and ready to hang.</p><p>This framed textured print features the poster of the classic Batman Movie starring Adam West and Burt Ward as Batman and Robin. A must have for comic book collectors, Batman fans and DC followers.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091581017,framed-art-comics-marvel-amazing-fantasy-spider-man-aa-31-t-aaapc32502,Marvel Amazing Fantasy Spider-Man #15 Cover Framed Poster,45,92,"<p>Bring Marvel Amazing Fantasy Spider-Man #15 Cover to your wall as a framed poster. It arrives museum framed and ready to hang.</p><p>This framed textured print features the comic cook cover of Amazing Fantasy, the comic with the very first appearance of Spiderman! A must have for comic book collectors and Marvel fans.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091613785,framed-art-comics-marvel-classic-comic-collection-aa-32-t-aaapc32503,Marvel Classic Comic Collection Framed Poster Art (33.5x23.5),35,76,"<p>This framed poster features Marvel Classic Comic Collection. It arrives museum framed and ready to hang.</p><p>This framed textured print features the Classic Marvel Collection of comics. A must have for comic book collectors and Marvel fans.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091679321,framed-art-dog-beware-of-pitbulls-dean-russo-dear-27-t-aaapa32355,Beware of Pit Bulls Colorful Framed Canvas Wall Art (33.5x23.5),40,90,"<p>Put Beware of Pit Bulls on your wall as a framed canvas. It arrives museum framed and ready to hang.</p><p>For all Art and Dog Lovers, ""Beware of Pitbulls"", is beautiful modern painting by Dean Russo. This museum framed textured print measures 29 x 24 inches, a must have for all.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091810393,framed-art-dog-is-love-dean-russo-dear-20-t-aaapa32318,Dog Is Love Colorful Framed Canvas Wall Art (33.5x23.5),40,85,"<p>This framed canvas features Dog Is Love. It arrives museum framed and ready to hang.</p><p>For all Art and Dog Lovers, ""Dog is Love"", is beautiful modern painting by Dean Russo. This museum framed textured print measures 29 x 24 inches, a must have for all.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091941465,framed-art-dog-lab-love-dean-russo-dear-21-t-aaapa32357,Lab Love Colorful Framed Canvas Wall Art (33.5x23.5),39,87,"<p>Put Lab Love on your wall as a framed canvas. It arrives museum framed and ready to hang.</p><p>For all Art and Dog Lovers, ""Lab Love"", is beautiful modern painting by Dean Russo. This museum framed textured print measures 29 x 24 inches, a must have for all.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719091974233,framed-art-dog-silence-is-golden-dean-russo-dear-23-t-aaapa32358,Silence Is Golden Retriever Framed Canvas Wall Art (33.5x23.5),40,90,"<p>Put Silence Is Golden Retriever on your wall as a framed canvas. It arrives museum framed and ready to hang.</p><p>For all Art and Dog Lovers, ""Silence is Golden"", is beautiful modern painting by Dean Russo. This museum framed textured print measures 29 x 24 inches, a must have for all.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719092269145,framed-art-love-and-a-dog-dean-russo-dear-24-t-aaapa32359,Love and a Dog Colorful Pop Art Framed Wall Decor (33.5x23.5),41,91,"<p>Put Love and a Dog on your wall as a framed display. It arrives museum framed and ready to hang.</p><p>For all Art and Dog Lovers, ""Love and a Dog"", is beautiful modern painting by Dean Russo. This museum framed textured print measures 29 x 24 inches, a must have for all.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719092367449,framed-art-movies-back-to-the-future-michael-j-fox-vintage-film-poster-vm-17-t-aaapm32509,Back to the Future Michael J. Fox Vintage Framed Film Poster,36,76,"<p>This framed poster celebrates Michael J Fox. It arrives museum framed and ready to hang.</p><p>This framed print of the Back To The Future Vintage Movie Poster is a must have for film buffs and cinematic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719092564057,framed-art-movies-comics-star-wars-marvel-first-issue-cover-aa-39-t-aaapc32530,Marvel Star Wars #1 First Issue Comic Cover Reproduction,38,77,"<p>This framed print celebrates Star Wars. It arrives museum framed and ready to hang.</p><p>This framed print of the Star Wars Marvel Comics First Issue Cover Art is a must have for Star Wars Fans and comic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719092662361,framed-art-movies-gone-with-the-wind-vintage-film-poster-vm-03-t-aaapm32510,Gone with the Wind Vintage Framed Film Poster (33.5x23.5),36,79,"<p>This framed poster features Gone with the Wind Vintage Film. It arrives museum framed and ready to hang.</p><p>This framed print of the Gone With The Wind Vintage Movie Poster is a must have for film buffs and cinematic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719092826201,framed-art-movies-rocky-vintage-film-poster-vm-58-t-aaapm32523,Rocky Vintage Framed Film Poster (33.5x23.5),33,77,"<p>Bring Rocky Vintage Film to your wall as a framed poster. It arrives museum framed and ready to hang.</p><p>This framed print of the Rocky Vintage Movie Poster is a must have for film buffs and cinematic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719092891737,framed-art-movies-star-wars-episode-iv-a-new-hope-vintage-film-poster-vm-23-t-aaapm32528,Star Wars Episode IV a New Hope Framed Poster Print Wall Art,41,80,"<p>This framed poster celebrates Star Wars. It arrives museum framed and ready to hang.</p><p>This framed print of the Vintage Movie Poster for Star Wars Episode IV: A New Hope is a must have for Star Wars Fans and cinematic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719092957273,framed-art-movies-star-wars-episode-v-the-empire-strikes-back-vintage-film-poster-aa-41-t-aaapm32531,Star Wars Episode V the Empire Strikes Back Framed Poster,42,85,"<p>Add this framed poster featuring Star Wars to your collection. It arrives museum framed and ready to hang.</p><p>This framed print of the Original Movie Poster for Star Wars Episode V: The Empire Strikes Back is a must have for Star Wars Fans and cinematic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719093055577,framed-art-movies-star-wars-episode-vi-return-of-the-jedi-original-theatrical-poster-aaapm32543,Star Wars Return of the Jedi Framed Poster (33.5x23.5),43,86,"<p>Add this framed poster featuring Star Wars to your collection. It arrives museum framed and ready to hang.</p><p>This framed reprint of the official release Movie Poster of Star Wars Episode VI: The Return of the Jedi. A must have for Star Wars Fans and cinematic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719093121113,framed-art-movies-star-wars-episode-vi-return-of-the-jedi-vintage-film-poster-aa-38-t-aaapm32529,Star Wars Episode VI Return of the Jedi Framed Poster Print,42,81,"<p>This framed poster celebrates Star Wars. It arrives museum framed and ready to hang.</p><p>This framed canvas print of the Star Wars Episode VI: Return Of The Jedi Vintage Movie Poster is a must have for Star Wars Fans and cinematic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719093153881,framed-art-movies-star-wars-the-empire-strikes-back-marvel-comic-cover-art-aa-40-t-aaapc32532,Star Wars The Empire Strikes Back Marvel Comic Framed Poster,44,83,"<p>This framed poster celebrates Star Wars. It arrives museum framed and ready to hang.</p><p>This framed print of the Marvel Comic Book Cover Art for Star Wars Episode V: The Empire Strikes Back is a must have for Star Wars Fans and comic collectors.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719097118809,framed-bobby-brett-hull-score-card-signed-aacmh31826,Bobby Hull & Brett Hull Signed Photo,48,164,"<p>This Chicago Blackhawks photo was hand signed by Bobby Hull and Brett Hull.</p><p>Autographed 10x15 Photograph signed by: Bobby Hull and Brett Hull from Chicago Blackhawks and St. Louis Blues. This piece of memorabilia measures 22 x 16 inches and is museum framed.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719098331225,framed-canvas-kawhi-leonard-toronto-raptors-spot-light-not-signed-aacmb32491,Kawhi Leonard Spotlight Framed Canvas (33.5x23.5),45,89,"<p>This Toronto Raptors framed canvas celebrates Kawhi Leonard. It arrives museum framed and ready to hang.</p><p>Celebrate Kawhi Leonard's legacy with this beautifully framed canvas, featuring the star player from his championship run with the Toronto Raptors. This museum-framed piece measures 33.5 x 23.5 inches, perfect for any basketball collection.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719098396761,framed-canvas-kawhi-leonard-toronto-raptors-the-launch-not-signed-anon-56-t-aacmb32499,Kawhi Leonard “The Launch” Framed Canvas (33.5x23.5),44,86,"<p>Add this Toronto Raptors framed canvas featuring Kawhi Leonard to your collection. It arrives museum framed and ready to hang.</p><p>Relive Kawhi Leonard's iconic moment with ""The Launch"" framed canvas, featuring the Toronto Raptors champion! This collectible piece measures 33.5 x 23.5 inches and is museum framed.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719098527833,framed-canvas-lebron-james-los-angeles-lakers-basketball-dunk-facsimile-signature-aacmb32692,LeBron James Slam Dunk Tribute Framed Canvas (33.5x23.5),44,89,"<p>This Los Angeles Lakers framed canvas celebrates LeBron James. It arrives museum framed and ready to hang.</p><p>Celebrate LeBron James and his incredible athleticism with this framed canvas of his epic slam dunk. Featuring the Los Angeles Lakers superstar, this collectible measures 33.5 x 23.5 inches and comes museum framed.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
4719098626137,framed-canvas-michael-jordan-chicago-bulls-basketball-1988-dunk-facsimile-signature-aacmb32689,Michael Jordan 1988 Slam Dunk Contest Framed Canvas (33.5x23.5),49,96,"<p>Add this Chicago Bulls framed canvas featuring Michael Jordan to your collection. It arrives museum framed and ready to hang.</p><p>Commemorate one of basketball's greatest moments with this collectible framed canvas featuring Michael Jordan's iconic 1988 All-Star Game Slam Dunk. Measuring 33.5 x 23.5 inches and museum framed, this piece is a must-have for any basketball fan.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. Framed pieces can take a little longer. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
